"Communities Participating in the National Flood Program",,,,,,,
"180186#","LIGONIER, CITY OF","NOBLE COUNTY",="06/21/74",="01/06/83",="01/06/83",="01/06/83","No"
"180456#","LINTON, CITY OF","GREENE COUNTY",="05/25/79",="03/19/90",="03/19/90(M)",="03/19/90","No"
"180023#","LOGANSPORT, CITY OF","CASS COUNTY",="01/25/74",="07/16/81",="07/16/81",="07/16/81","No"
"185177#","LONG BEACH, TOWN OF","LAPORTE COUNTY",,="03/23/73","11/06/13",="03/23/73","No"
"180165A","LOOGOOTEE, CITY OF","MARTIN COUNTY",="06/28/74",="09/01/86",="09/01/86(L)",="09/01/86","No"
"180137#","LOWELL, TOWN OF","LAKE COUNTY","12/21/73","12/04/79",="01/18/12","12/04/79","No"
"180339#","LYNNVILLE, TOWN OF","WARRICK COUNTY",,="08/02/12",="08/02/12(M)",="08/20/12","No"
"180307#","MACY, TOWN OF","MIAMI COUNTY","12/06/74",,"(NSFHA)",="09/10/12","No"
"180442#","MADISON COUNTY *","MADISON COUNTY",="06/23/78",="02/01/94",="06/09/14(>)",="02/01/94","No"
"180107","MADISON, CITY OF","JEFFERSON COUNTY",="02/01/74",="09/30/77",="09/30/77",="09/30/77","No"
"180033#","MARENGO, TOWN OF","CRAWFORD COUNTY",="02/01/74",="09/16/82",="09/16/82",="09/16/82","No"
"180412#","MARION, CITY OF","GRANT COUNTY","12/28/73","12/01/82",="05/15/02","12/01/82","No"
"180457","MARKLE, TOWN OF","WELLS COUNTY/HUNTINGTON COUNTY",,,="06/01/83","11/07/91","No"
,"USE THE WELLS COUNTY [#180228] FIRM.",,,,,,
"180443#","MARSHALL COUNTY *","MARSHALL COUNTY",="04/07/78",="01/05/89","11/16/11",="01/05/89","No"
"180479#","MARTIN COUNTY*","MARTIN COUNTY",="09/04/81",="07/01/91",="07/01/91(L)",="07/01/91","No"
"180177#","MARTINSVILLE, CITY OF","MORGAN COUNTY","11/23/73","12/04/79","12/04/79","12/04/79","No"
"180329#","MATTHEWS, TOWN OF","GRANT COUNTY","12/21/73",="05/15/02",="05/15/02","11/15/85","No"
"180403#","MAUCKPORT, TOWN OF","HARRISON COUNTY","12/07/73",="07/05/83",="07/05/83",="07/05/83","No"
"180468#","MCCORDSVILLE, TOWN OF","HANCOCK COUNTY",="07/01/77","10/15/82",="03/17/14",="03/18/05","No"
,"USE HANCOCK COUNTY (CID 180419)FIRM INDEX DATED 10/15/1982, PANEL 25B DATED 10/15/1982.",,,,,,
"180330#","MECCA, TOWN OF","PARKE COUNTY",="01/23/74",="04/01/88","10/16/12(M)",="04/01/88","No"
"180098#","MEDORA, TOWN OF","JACKSON COUNTY","11/23/73",="01/05/84",="01/05/84",="01/05/84","No"
"180459#","MENTONE, TOWN OF","KOSCIUSKO COUNTY",="07/17/79",="02/04/87",="02/04/87",="06/10/08","No"
"180138#","MERRILLVILLE, TOWN OF","LAKE COUNTY",="07/19/74","10/15/81",="01/18/12","10/15/81","No"
"180409#","MIAMI COUNTY *","MIAMI COUNTY",="02/03/78",="08/19/86",="09/28/12",="08/19/86","No"
"180505#","MICHIANA SHORES, TOWN OF","LAPORTE COUNTY",,"11/06/13","11/06/13","11/12/91","No"
"180147#","MICHIGAN CITY, CITY OF","LAPORTE COUNTY",="07/19/74",="08/17/81","11/06/13",="08/17/81","No"
"180460#","MIDDLEBURY, TOWN OF","ELKHART COUNTY",="09/07/79",="08/15/83",="08/02/11",="08/17/83","No"
"180331#","MIDDLETOWN, TOWN OF","HENRY COUNTY",="02/01/74",="08/19/85",="09/04/87",="08/19/85","No"
"180382#","MILFORD, TOWN OF","KOSCIUSKO COUNTY",="03/21/75",="03/21/75",="02/04/87",="01/14/88","No"
,"PREVIOUSLY LISTED AS THE VILLAGE OF MILFORD JUNCTION.  NAME CORRECTED TO TOWN OF MILFORD ON SEPTEMBER 17, 2013.",,,,,,
"180034#","MILLTOWN, TOWN OF","HARRISON COUNTY/CRAWFORD COUNTY","11/30/73","10/15/85",="07/16/14(>)","10/15/85","No"
"180285#","MILTON, TOWN OF","WAYNE COUNTY",="02/08/74","10/15/81","10/15/81","10/15/81","No"
"180227#","MISHAWAKA, CITY OF","ST. JOSEPH COUNTY",="05/28/76",="02/17/88",="01/06/11",="08/17/81","No"
"180383#","MITCHELL, CITY OF","LAWRENCE COUNTY",="04/25/75","12/03/10","12/03/10","11/15/85","No"
"180295#","MONON, TOWN OF","WHITE COUNTY",="05/31/74",="01/08/14",="01/08/14",="05/25/78","No"
"180444#","MONROE COUNTY*","MONROE COUNTY",="03/06/81",="04/01/88","12/17/10",="04/01/88","No"
"180498#","MONROEVILLE, TOWN OF","ALLEN COUNTY",,="09/28/90","10/02/13","10/17/90","No"
"180333#","MONTEREY, TOWN OF","PULASKI COUNTY",="01/25/74",,"(NSFHA)",="04/15/88","No"
"180194#","MONTEZUMA,TOWN OF","PARKE COUNTY","12/17/73",="04/01/88","10/16/12(M)",="04/01/88","No"
"180445#","MONTGOMERY COUNTY *","MONTGOMERY COUNTY","10/13/78",="06/01/98",="02/02/12",="06/01/98","No"
"180294#","MONTICELLO, CITY OF","WHITE COUNTY",="05/17/74",="01/08/14",="01/08/14",="05/25/78","No"
"180501#","MONTPELIER, CITY OF","BLACKFORD COUNTY",,,="01/02/50","11/08/91(E)","No"
"180334#","MOORESVILLE, TOWN OF","MORGAN COUNTY",="02/01/74",="09/05/79","11/02/83",="09/05/79","No"
"180176#","MORGAN COUNTY *","MORGAN COUNTY","12/20/74",="06/01/81",="06/01/81",="06/01/81","No"
"180178#","MORGANTOWN, TOWN OF","MORGAN COUNTY",,,"(NSFHA)",="05/25/78","No"
"180393","MORRISTOWN, TOWN OF","SHELBY COUNTY",="03/21/75",,"(NSFHA)",="07/21/78","No"
"180389#","MOUNT VERNON, CITY OF","POSEY COUNTY",="01/25/74",="01/18/84",="01/18/84",="01/18/84","No"
"180508#","MT. CARMEL, TOWN OF","FRANKLIN COUNTY",,"11/02/95","(NSFHA)",="02/29/96","No"
"180358#","MULBERRY, TOWN OF","CLINTON COUNTY",="02/21/75","12/02/11","(NSFHA)",="03/18/85","No"
"180053#","MUNCIE, CITY OF","DELAWARE COUNTY",="01/16/74",="01/16/81",="07/04/11",="01/16/81","No"
"180139#","MUNSTER, TOWN OF","LAKE COUNTY","12/14/73",="05/16/83",="01/18/12",="05/16/83","No"
"180059#","NAPPANEE, CITY OF","KOSCIUSKO COUNTY/ELKHART COUNTY",="05/24/74",="08/15/83",="08/02/11",="08/15/83","No"
"180018#","NASHVILLE, TOWN OF","BROWN COUNTY",="05/31/74",="01/24/76",="06/18/87",="01/24/76","No"
"180062#","NEW ALBANY, CITY OF","FLOYD COUNTY",="02/15/74","12/17/76",="04/16/14","12/17/76","No"
"180308#","NEW AMSTERDAM, TOWN OF","HARRISON COUNTY",="01/25/74",="07/05/83",="07/05/83",="07/05/83","No"
"180092#","NEW CASTLE, CITY OF","HENRY COUNTY","11/23/73",="09/04/87",="09/04/87",="09/04/87","No"
"180140#","NEW CHICAGO, TOWN OF","LAKE COUNTY",="05/31/74",="01/02/80",="01/18/12",="01/02/80","No"
"180210","NEW HARMONY, TOWN OF","POSEY COUNTY",="02/01/74",="07/01/87",="07/01/87(L)",="07/01/87","No"
"180004#","NEW HAVEN, CITY OF","ALLEN COUNTY","12/14/73",="07/18/83",="08/03/09",="07/18/83","No"
"180336#","NEW PALESTINE, TOWN OF","HANCOCK COUNTY","11/07/75","12/04/07",="03/17/14",="02/24/09","No"
"180519#","NEW POINT, TOWN OF","DECATUR COUNTY",,"10/16/13","(NSFHA)","10/16/13","No"
,"The town of New Point has no SFHA identified.  Currently, it's not included in the unincorporated Decatur County, FIRM.",,,,,,
"180116#","NEW WHITELAND, TOWN OF","JOHNSON COUNTY",="01/16/74",="08/16/82",="08/02/07",="08/16/82","No"
"180276#","NEWBURGH, TOWN OF","WARRICK COUNTY","11/02/73",="05/17/82",="08/02/12",="05/17/82","No"
"180262#","NEWPORT, TOWN OF","VERMILLION COUNTY",="05/31/74",="06/15/81",="02/05/14",="06/15/81","No"
"180179#","NEWTON COUNTY*","NEWTON COUNTY",="01/03/73",="09/01/86",="09/01/86(L)",="09/01/86","No"
"180183#","NOBLE COUNTY *","NOBLE COUNTY",="08/15/78",="01/03/79",="01/03/79",="01/03/79","No"
"180082#","NOBLESVILLE, CITY OF","HAMILTON COUNTY",="05/24/74",="03/02/81",="02/19/03",="03/02/81","No"
,"INCLUDES THE TWONSHIPS OF DEAWARE, NOBLESVILLE AND FALL CREEK",,,,,,
"180228#","NORTH LIBERTY, TOWN OF","ST. JOSEPH COUNTY","11/30/73",="08/19/85",="01/06/11",="08/19/85","No"
"180269#","NORTH MANCHESTER, TOWN OF","WABASH COUNTY","12/21/73",="08/19/85",="09/18/13",="08/19/85","No"
"180374#","NORTH SALEM, TOWN OF","HENDRICKS COUNTY",="02/21/75",="09/25/09",="09/25/09(M)","11/25/09","No"
"180109","NORTH VERNON, CITY OF","JENNINGS COUNTY","11/30/73",,"(NSFHA)",="01/03/85","No"
"180465#","NORTH WEBSTER, TOWN OF","KOSCIUSKO COUNTY",,="02/04/87",="02/04/87",="03/24/94","No"
"180206","OGDEN DUNES, TOWN OF","PORTER COUNTY",="05/31/74",="08/05/86",="08/05/86(M)",="08/05/86","No"
"180406#","OHIO COUNTY*","OHIO COUNTY",="03/18/77",="09/04/87",="03/03/14",="09/04/87","No"
"180509#","OLDENBURG, TOWN OF","FRANKLIN COUNTY",,"11/02/95","(NSFHA)",="02/29/96","No"
"180480A","ORANGE COUNTY*","ORANGE COUNTY",="05/29/81",="04/01/11",="05/19/14",="04/01/11","No"
,"ORNAGE COUNTY RECEIVED A CONVERSION OF THE FHBM TO A FIRM BY LETTER EFFECTIVE APRIL 1, 2011.  THIS WILL BE REFLECTED IN THE NEXT MAP SERVICE CENTER UPDATE.",,,,,,
"180188#","ORLEANS, TOWN OF","ORANGE COUNTY",="05/31/74",="04/01/11",="05/19/14",="04/10/12","No"
"180229#","OSCEOLA, TOWN OF","ST. JOSEPH COUNTY","12/05/75",="01/06/11",="01/06/11","12/14/92","No"
"180290","OSSIAN, TOWN OF","WELLS COUNTY",,,"(NSFHA)",="05/25/78","No"
"180481#","OWEN COUNTY*","OWEN COUNTY",="05/15/81",="04/01/93",="03/03/14",="04/01/93","No"
"180189A","PAOLI, TOWN OF","ORANGE COUNTY","11/23/73",,"10/31/75",="05/19/14","No"
"180338#","PARAGON, TOWN OF","MORGAN COUNTY",="03/05/76",,"(NSFHA)","12/10/08","No"
"180192#","PARKE COUNTY *","PARKE COUNTY","12/20/74","10/16/12","10/16/12(M)","10/16/12","No"
"180391#","PARKER CITY, TOWN OF","RANDOLPH COUNTY",="07/11/75",="03/04/13","(NSFHA)",="01/03/85","No"
"180309#","PATRIOT, TOWN OF","SWITZERLAND COUNTY",="07/08/77","12/04/79",="04/16/14","12/04/79","No"
"180156#","PENDLETON, TOWN OF","MADISON COUNTY","12/14/73",="05/03/82",="06/09/14(>)",="05/03/82","No"
"180195#","PERRY COUNTY *","PERRY COUNTY",="04/24/81","11/01/95","11/01/95(L)","11/01/95","No"
"180168#","PERU, CITY OF","MIAMI COUNTY",="01/16/74",="01/18/84",="09/28/12",="01/18/84","No"
"180199#","PETERSBURG, CITY OF","PIKE COUNTY",="05/17/74",="08/01/87",="08/01/87(L)",="08/01/87","No"
"180473#","PIKE COUNTY *","PIKE COUNTY",="06/15/79",,="06/15/79",="05/27/97(E)","No"
"180388B","PINES, TOWN OF","PORTER COUNTY",="03/21/75",,="03/21/75",="08/09/11","No"
,"THE TOWN OF PINES ALSO REGULATES IN ITS ETJ PORTIONS OF PANEL 0025B OF THE PORTER COUNTY FIRM/FBFW MAP DATED 4/1/1982.",,,,,,
"180089#","PLAINFIELD, TOWN OF","HENDRICKS COUNTY",="02/01/74",="03/01/79",="09/25/09",="03/01/79","No"
"180359","PLAINVILLE, TOWN OF","DAVIESS COUNTY",="03/21/75",,"(NSFHA)",="06/01/78","No"
"180164#","PLYMOUTH, CITY OF","MARSHALL COUNTY","10/26/73",="09/15/77","11/16/11",="09/15/77","No"
"180291","PONETO, TOWN OF","WELLS COUNTY",,,"(NSFHA)",="05/25/78","No"
"180202#","PORTAGE, CITY OF","PORTER COUNTY",="07/26/74",="06/01/82",="06/01/82",="06/01/82","No"
"180425#","PORTER COUNTY *","PORTER COUNTY",="04/14/78",="04/01/82",="04/01/82",="04/01/82","No"
"180208#","PORTER, TOWN OF","PORTER COUNTY","12/28/73",="06/04/80",="06/04/80",="06/04/80","No"
"185178#","PORTLAND, CITY OF","JAY COUNTY",="05/12/72",="05/12/72",="03/17/14",="05/12/72","No"
"180209","POSEY COUNTY*","POSEY COUNTY","12/13/74",="01/01/87",="01/01/87(L)",="01/01/87","No"
"180117#","PRINCES LAKE, TOWN OF","JOHNSON COUNTY",="05/03/74",="09/16/81",="08/02/07",="09/16/81","No"
"180073#","PRINCETON, CITY OF","GIBSON COUNTY",="05/31/74",="01/21/83",="01/21/83(M)",="01/21/83","No"
"180482#","PULASKI COUNTY*","PULASKI COUNTY",="01/09/81",="04/01/88",="05/05/14(L)",="04/01/88","No"
"180213#","PUTNAM COUNTY*","PUTNAM COUNTY",="01/03/75","10/01/92",="06/05/12","10/01/92","No"
"180429#","RANDOLPH COUNTY*","RANDOLPH COUNTY",="02/10/78",="05/01/87",="03/04/13(M)",="05/01/87","No"
"180101","REMINGTON, TOWN OF","JASPER COUNTY",="05/31/74","11/01/95","11/01/95(L)","11/01/95","No"
"180102","RENSSELAER, CITY OF","JASPER COUNTY",="02/01/74",="02/01/94",="02/01/94(L)",="02/01/94","No"
"180287#","RICHMOND, CITY OF","WAYNE COUNTY",="05/10/74",="08/16/82",="08/16/82",="08/16/82","No"
"180341#","RIDGEVILLE, TOWN OF","RANDOLPH COUNTY","11/30/73",="07/18/85",="03/04/13(M)",="07/18/85","No"
"180221#","RIPLEY COUNTY*","RIPLEY COUNTY","12/13/74",="09/01/87","11/02/12(M)",="09/01/87","No"
"180407#","RISING SUN, CITY OF","OHIO COUNTY",="02/21/75","10/18/83",="03/03/14","10/18/83","No"
"180217#","ROACHDALE, TOWN OF","PUTNAM COUNTY",="07/19/74",="06/05/12","(NSFHA)",="01/03/85","No"
"180270#","ROANN, TOWN OF","WABASH COUNTY",,"11/19/97",="09/18/13(M)",="05/04/88","No"
"180096#","ROANOKE, TOWN OF","HUNTINGTON COUNTY","12/28/73","12/01/82","12/01/82","12/01/82","No"
"180071#","ROCHESTER, CITY OF","FULTON COUNTY",="04/09/76",="08/16/12",="08/16/12(M)",="04/30/84","No"
"180239#","ROCKPORT, CITY OF","SPENCER COUNTY","12/07/73",="07/18/83",="07/18/83",="07/18/83","No"
"180385#","ROME CITY, TOWN OF","NOBLE COUNTY",="07/11/75","10/15/82","10/15/82","10/15/82","No"
"185179#","ROSELAND, TOWN OF","ST. JOSEPH COUNTY",,="05/04/73",="01/06/11",="05/04/73","No"
"180421#","RUSH COUNTY *","RUSH COUNTY",="06/03/77","12/01/82","12/01/82","12/01/82","No"
"180223#","RUSHVILLE, CITY OF","RUSH COUNTY","12/07/73","11/03/82","11/03/82","11/03/82","No"
"180427#","RUSSIAVILLE, TOWN OF","HOWARD COUNTY",="03/10/78",="06/01/79",="06/01/79(M)",="06/01/79","No"
"180279#","SALEM, CITY OF","WASHINGTON COUNTY","11/23/73",="08/15/78",="08/15/78",="08/15/78","No"
"180142#","SCHERERVILLE, TOWN OF","LAKE COUNTY","11/30/73",="05/01/80",="01/18/12",="05/01/80","No"
"180143#","SCHNEIDER, TOWN OF","LAKE COUNTY","12/17/73",="08/01/80",="01/18/12",="08/01/80","No"
"180474#","SCOTT COUNTY *","SCOTT COUNTY",="02/06/81","11/01/95",="06/09/14(>)","11/01/95","No"
"180234#","SCOTTSBURG, CITY OF","SCOTT COUNTY","11/23/73",="08/19/85",="06/09/14(>)",="08/19/85","No"
"180028#","SELLERSBURG, TOWN OF","CLARK COUNTY","11/23/73",="08/01/80",="04/16/14",="08/01/80","No"
"180099#","SEYMOUR, CITY OF","JACKSON COUNTY","12/17/73","11/02/83",="08/16/96","11/02/83","No"
"180603#","SHADELAND, TOWN OF ","TIPPECANOE COUNTY",,="09/25/09",="03/15/12","11/01/12","No"
"180502#","SHAMROCK LAKES, TOWN OF","BLACKFORD COUNTY",,,"(NSFHA)",="07/22/93","No"
"180527#","SHARPSVILLE, TOWN OF","TIPTON COUNTY",,="06/09/14",="06/09/14(>)",="06/19/07(E)","No"
"180235#","SHELBY COUNTY *","SHELBY COUNTY",="09/20/74","10/15/80","10/15/82","10/15/82","No"
"180236#","SHELBYVILLE, CITY OF","SHELBY COUNTY","12/17/73",="04/01/82",="04/01/82",="04/01/82","No"
"180516#","SHERIDAN, TOWN OF","HAMILTON COUNTY",,="02/19/03",="02/19/03",="06/01/04","No"
"180311#","SILVER LAKE, TOWN OF","KOSCIUSKO COUNTY",,="02/04/87","(NSFHA)",="02/07/14","No"
"180231#","SOUTH BEND, CITY OF","ST. JOSEPH COUNTY",="08/16/74",="02/01/78",="01/06/11",="02/01/78","No"
"180301","SOUTH WHITLEY, TOWN OF","WHITLEY COUNTY","12/21/73",="08/19/85",="08/19/85(M)",="08/19/85","No"
"180161#","SOUTHPORT, CITY OF","MARION COUNTY",="05/17/74",="05/15/84",="07/05/05",="05/15/84","No"
,"THE CITIES OF BEECH GROVE, LAWRENCE, SOUTHPORT AND THE TOWN OF SPEEDWAY PARTICIPATES AS PART OF THE UNIFIED GOVERNMENT OF THE CITY OF INDIANAPOLIS, [180159] MARION COUNTY.  USE THE CITY OF INDIANAPOLIS, CID 180159 FOR THESE COMMUNITIES.",,,,,,
"180162#","SPEEDWAY, TOWN OF","MARION COUNTY",="05/17/74",="05/15/84",="01/05/01",="05/15/84","No"
,"THE CITIES OF BEECH GROVE, LAWRENCE, SOUTHPORT AND THE ",,,,,,
,"TOWN OF SPEEDWAY PARTICIPATE AS PART OF THE UNIFIED GOVERNMENT OF THE CITY OF INDIANAPOLIS [180159], MARION COUNTY.",,,,,,
"180237#","SPENCER COUNTY *","SPENCER COUNTY",="01/03/75",="05/01/78",="05/01/78",="05/01/78","No"
"180191#","SPENCER, TOWN OF","OWEN COUNTY","12/17/73",="09/01/89",="03/03/14",="09/01/89","No"
"180494#","SPICELAND, TOWN OF","HENRY COUNTY",,="09/04/87",="09/04/87(M)",="05/11/95","No"
"180286#","SPRING GROVE, TOWN OF","WAYNE COUNTY","12/13/74",="09/02/82",="09/02/82",="09/02/82","No"
"180346#","SPRING LAKE, TOWN OF","HANCOCK COUNTY",="02/01/74",="04/03/84","12/04/07",="09/03/85","No"
"180347#","SPRINGPORT, TOWN OF","HENRY COUNTY",="02/01/74",="09/04/87",="09/04/87(M)",="09/04/87","No"
"180049#","ST. JOE, TOWN OF","DEKALB COUNTY","12/07/73",="09/29/06",="09/29/06",="01/03/85","No"
"180141#","ST. JOHN, TOWN OF","LAKE COUNTY","11/30/73","11/01/79",="01/18/12","11/01/79","No"
"180224#","ST. JOSEPH COUNTY*","ST. JOSEPH COUNTY","12/27/74",="08/15/78",="01/06/11",="08/15/78","No"
"180399#","ST. PAUL, TOWN OF","DECATUR COUNTY/SHELBY COUNTY",="01/25/74",="01/17/85","10/16/13",="01/17/85","No"
"180240#","STARKE COUNTY*","STARKE COUNTY",="09/02/77",="04/01/93",="04/01/93(L)",="04/01/93","No"
"180396#","STATE LINE, TOWN OF","WARREN COUNTY",="02/21/75","11/10/78","(NSFHA)","12/19/08","No"
"180243#","STEUBEN COUNTY*","STEUBEN COUNTY","12/27/74",="07/03/86","12/17/13",="07/03/86","No"
"180532#","STILESVILLE, TOWN OF","HENDRICKS COUNTY",,="09/25/09",="09/25/09(M)","11/25/09","No"
"180348#","STINESVILLE, TOWN OF","MONROE COUNTY",="03/05/76","12/17/10","12/17/10",="06/20/11","No"
"180410#","SULLIVAN COUNTY*","SULLIVAN COUNTY",="03/23/79",,="03/23/79",="06/10/05(E)","No"
"180349#","SULPHUR SPRINGS, TOWN OF","HENRY COUNTY",="02/01/74",="09/04/87",="09/04/87",="09/04/87","No"
"180157#","SUMMITVILLE, TOWN OF","MADISON COUNTY",="05/24/74",="05/03/11","(NSFHA)",="07/21/78","No"
"180503#","SWEETSER, TOWN OF","GRANT COUNTY",,="05/15/02",="05/15/02","11/07/91","No"
"180251#","SWITZERLAND COUNTY *","SWITZERLAND COUNTY","12/06/74",="01/16/80",="04/16/14",="01/16/80","No"
"180122#","SYRACUSE, TOWN OF","KOSCIUSKO COUNTY",="08/09/74",="06/11/76",="02/04/87",="02/04/87","No"
,"INCLUDES THE TOWNSHIP OF TURKEY CREEK",,,,,,
"180197","TELL CITY, CITY OF","PERRY COUNTY",="01/04/74",="03/01/77",="03/01/77",="03/01/77","No"
"180350#","TENNYSON, TOWN OF","WARRICK COUNTY",="02/01/74",="08/01/09",="08/02/12(M)","11/13/08","No"
"180264#","TERRE HAUTE, CITY OF","VIGO COUNTY","12/28/73","12/01/81",="02/18/11","12/01/81","No"
"180428#","TIPPECANOE COUNTY *","TIPPECANOE COUNTY",="03/03/78",="03/16/81",="03/15/12",="03/16/81","No"
"180475#","TIPTON COUNTY *","TIPTON COUNTY",="03/16/79",="09/01/88","(NSFHA)",="09/01/88","No"
"180255#","TIPTON, CITY OF","TIPTON COUNTY","12/28/73",="03/05/96",="06/09/14(>)",="03/05/96","No"
"180526#","TOPEKA, TOWN OF","LAGRANGE COUNTY",,"11/20/13","(NSFHA)","11/20/13","No"
"180198#","TROY, TOWN OF","PERRY COUNTY",="08/29/75",="07/05/83",="07/05/83",="07/05/83","No"
"180219#","UNION CITY, CITY OF","RANDOLPH COUNTY",="05/24/74",="09/29/86",="03/04/13(M)",="09/29/86","No"
"180411#","UNION COUNTY*","UNION COUNTY",="03/04/77",="04/01/88",="02/05/14",="04/01/88","No"
"180292","UNIONDALE, TOWN OF","WELLS COUNTY","11/15/74",,"(NSFHA)",="05/25/78","No"
"180504#","UPLAND, TOWN OF","GRANT COUNTY",,="05/15/02",="05/15/02","11/07/91","No"
,"USE THE GRANT COUNTY [#180435] FIRM.",,,,,,
"180487#","UTICA, TOWN OF","CLARK COUNTY",,="09/19/84",="04/16/14",="02/12/82","No"
"180204#","VALPARAISO, CITY OF","PORTER COUNTY","12/28/73",="03/02/79",="01/06/83(M)",="03/02/79","No"
"180469#","VAN BUREN, TOWN OF","GRANT COUNTY",,="05/15/02",="05/15/02","11/07/91","No"
"180256#","VANDERBURGH COUNTY *","VANDERBURGH COUNTY",,="02/01/80",="03/17/11",="02/01/80","No"
"180293","VERA CRUZ, TOWN OF","WELLS COUNTY","12/07/73",="04/01/88",="04/01/88(L)",="04/01/88","No"
"180449#","VERMILLION COUNTY *","VERMILLION COUNTY","11/24/78","11/01/95",="02/05/14","11/01/95","No"
"180110#","VERNON, TOWN OF","JENNINGS COUNTY","12/28/73","10/18/83","10/18/83","10/18/83","No"
"180352#","VEVAY, TOWN OF","SWITZERLAND COUNTY",="02/01/74","12/04/79",="04/16/14","12/04/79","No"
"180263#","VIGO COUNTY *","VIGO COUNTY",="01/03/75","11/02/83",="02/18/11","11/02/83","No"
"180120#","VINCENNES, CITY OF","KNOX COUNTY",="06/21/74","12/18/84","12/18/84","12/18/84","No"
"180266#","WABASH COUNTY*","WABASH COUNTY","12/27/74",="08/19/86",="09/18/13",="08/19/86","No"
"180271#","WABASH, CITY OF","WABASH COUNTY",="06/07/74",="01/18/84",="09/18/13",="01/18/84","No"
"180364#","WAKARUSA, TOWN OF","ELKHART COUNTY",="02/21/75",="08/02/11",="08/02/11",="04/10/12","No"
"180232#","WALKERTON, TOWN OF","ST. JOSEPH COUNTY","11/23/73",="04/15/81",="01/06/11",="04/15/81","No"
"180024#","WALTON, TOWN OF","CASS COUNTY",,,"(NSFHA)","11/08/78","No"
"180448#","WARREN COUNTY *","WARREN COUNTY","11/10/78","12/04/12","12/04/12(M)","12/04/12","No"
"180095#","WARREN, TOWN OF","HUNTINGTON COUNTY","11/23/73",="09/30/82",="09/30/82",="09/30/82","No"
"180418#","WARRICK COUNTY *","WARRICK COUNTY",="03/24/78",="05/17/82",="08/02/12",="05/17/82","No"
"180123#","WARSAW, CITY OF","KOSCIUSKO COUNTY",="05/10/74",="05/28/76",="02/04/87",="02/04/87","No"
"180446#","WASHINGTON COUNTY*","WASHINGTON COUNTY",="04/21/78",,="04/21/78",="07/30/96(E)","No"
"180037","WASHINGTON, CITY OF","DAVIESS COUNTY",="06/28/74",,"(NSFHA)",="08/08/79","No"
"180050#","WATERLOO, TOWN OF","DEKALB COUNTY",="01/04/74",="09/04/85",="09/29/06",="09/04/85","No"
"180174#","WAVELAND, TOWN OF","MONTGOMERY COUNTY",="05/24/74",="02/02/12","(NSFHA)",="05/25/84","No"
"180280#","WAYNE COUNTY *","WAYNE COUNTY","12/06/74",="09/02/82",="09/02/82",="09/02/82","No"
"180175#","WAYNETOWN, TOWN OF","MONTGOMERY COUNTY",="05/31/74",="02/02/12",="02/02/12(M)",="03/08/13","No"
"180288#","WELLS COUNTY *","WELLS COUNTY","12/13/74",="06/01/83",="06/01/83",="06/01/83","No"
"180190A","WEST BADEN SPRINGS, TOWN OF","ORANGE COUNTY","12/28/73",="05/19/14",="05/19/14(L)",="05/19/14","No"
"180042#","WEST HARRISON, TOWN OF","DEARBORN COUNTY",="09/06/74",="01/17/85",="04/16/14",="01/17/85","No"
"180254#","WEST LAFAYETTE, CITY OF","TIPPECANOE COUNTY","12/07/73",="01/02/81",="09/25/09",="01/02/81","No"
"180083#","WESTFIELD, CITY OF","HAMILTON COUNTY",="02/01/74",="03/16/81",="02/19/03",="03/16/81","No"
,"INCLUDES THE TOWNSHIP OF WASHINGTON",,,,,,
"180517#","WESTPORT, TOWN OF","DECATUR COUNTY",,"10/16/13","10/16/13(M)","10/16/13","No"
"180447#","WHITE COUNTY *","WHITE COUNTY",="08/18/78",="09/01/88",="01/08/14",="09/01/88","No"
,"INCLUDES THE TOWNSHIP OF LIBERTY.  USE LIBERTY TOWNSHIP FHBM DATED 01/07/83.",,,,,,
"180118#","WHITELAND, TOWN OF","JOHNSON COUNTY",="09/20/74",="09/16/81",="08/02/07",="09/16/81","No"
"180015#","WHITESTOWN, TOWN OF","BOONE COUNTY",="05/28/76",="01/18/12",="01/18/12",="04/05/88","No"
"180313#","WHITING, CITY OF","LAKE COUNTY",="01/10/75",="03/06/81",="01/18/12",="03/06/81","No"
"180298#","WHITLEY COUNTY*","WHITLEY COUNTY","12/13/74",="04/01/88",="04/01/88(L)",="04/01/88","No"
"180212#","WINAMAC, TOWN OF","PULASKI COUNTY",="03/26/76","12/01/92",="05/05/14(L)","12/01/92","No"
"180220#","WINCHESTER, CITY OF","RANDOLPH COUNTY","12/17/73",="09/04/85",="03/04/13(M)",="09/04/85","No"
"180515#","WINFIELD, TOWN OF ","LAKE COUNTY",,="09/02/81",="01/18/12","11/14/97","No"
,"USE THE LAKE COUNTY (180126 ) FIRM",,,,,,
"180124#","WINONA LAKE, TOWN OF","KOSCIUSKO COUNTY",="05/03/74",="09/03/85",="02/04/87",="09/04/85","No"
"180296#","WOLCOTT, TOWN OF","WHITE COUNTY",="05/14/76",="01/08/14","(NSFHA)",="05/25/78","No"
"180500#","WOODBURN, CITY OF","ALLEN COUNTY",,="09/28/90","(NSFHA)","10/17/90","No"
"180495#","WOODLAWN HEIGHTS, TOWN OF","MADISON COUNTY",,="09/04/87",="05/03/11","11/08/13","No"
"180079","WORTHINGTON, TOWN OF","GREENE COUNTY","11/23/73",="09/01/86",="09/01/86(L)",="09/01/86","No"
